idcliente;nombre;apellidos;razonsocial;cif;cp;domicilio;provincia;municipio;telefono;fax;email;web;observaciones;codcliente;er;certificadocaduca;suministrode;ctabancaria;fecha1;fecha2;fecha3;cliente;proveedor;fct;pdb;colaborador;otrasempresas;interesadosbolsa;asociacion;salesiano;interesado;ayuntamiento;contacto;cargo;tipo;cursointeresado;aceptamailing;fechanac;nacionalidad;sexo;movil;idespecialidad;idespecialidad2;idespecialidad3;idespecialidad4;idespecialidad5;iban;bic;convenio;conveniofecha;especialidadtexto
17635;TORRELODONES;;NULL;;28250;Plaza Constitución, 1 -;MADRID;TORRELODONES;91 8591253;91 8591363;secre.alcalde@ayto-torrelodones.org;www.torrelodones.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17636;TORREMOCHA DE JARAMA;;NULL;;28189;Plaza Tercia, 1 -;MADRID;TORREMOCHA DE JARAMA;91 8430019;91 8431104;ayuntamiento@torremochadejarama.org;www.torremochadejarama.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17637;TORRES DE LA ALAMEDA;;NULL;;28813;Plaza del Sol, 16 -;MADRID;TORRES DE LA ALAMEDA;91 8868250;91 8868369;;www.torresdelaalameda.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17638;TRES CANTOS;;NULL;;28760;Pza. del Ayuntamiento, 1;MADRID;TRES CANTOS;91 2938000;91 8035434;alcaldia@tres-cantos.org;www.trescantos.es/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17639;VALDARACETE;;NULL;;28594;Plaza Constitución, 1 -;MADRID;VALDARACETE;91 8739590;91 8739522;aytovaldaracete@yahoo.es;www.valdaracete.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17640;VALDEAVERO;;NULL;;28816;Plaza Constitución, 1 -;MADRID;VALDEAVERO;91 8864462;91 8864462;info@ayuntamientovaldeavero.es;www.ayuntamientovaldeavero.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17641;VALDELAGUNA;;NULL;;28391;Plaza Valle de la Laguna, 1 -;MADRID;VALDELAGUNA;91 8937099;91 8937168;alcaldia@valdelaguna.org;www.valdelaguna.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17642;VALDEMANCO;;NULL;;28729;Plaza Ntra.Srª del Carmen, 1 -;MADRID;VALDEMANCO;91 8481174;91 8481149;ayuntamiento@valdemanco.es;www.valdemanco.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17643;VALDEMAQUEDA;;NULL;;28295;Plaza España, 1 -;MADRID;VALDEMAQUEDA;91 8984729;91 8984647;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17644;VALDEMORILLO;;NULL;;28210;Plaza Constitución, 1 -;MADRID;VALDEMORILLO;91 8977313;91 8977343;informacion@ayto.valdemorillo.com;www.aytovaldemorillo.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17645;VALDEMORO;;NULL;;28341;Plaza Constitución, 11;MADRID;VALDEMORO;91 8099890;91 8953838;jmmoreno@valdemoro.es;www.valdemoro.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17646;VALDEOLMOS-ALALPARDO;;NULL;;28130;Calle Alcala, 4 -;MADRID;VALDEOLMOS-ALALPARDO;91 6202153;91 6202295;ayuntamiento@alalpardo.org;www.alalpardo.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17647;VALDEPIÉLAGOS;;NULL;;28170;Plaza Mayor, s/n -;MADRID;VALDEPIÉLAGOS;91 8416048;91 8416048;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17648;VALDETORRES DE JARAMA;;NULL;;28150;Plaza Constitución, 1 -;MADRID;VALDETORRES DE JARAMA;91 8415164;91 8415149;;www.aytovaldetorresdejarama.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17649;VALDILECHA;;NULL;;28511;Plaza del Ayuntamiento, 1 -;MADRID;VALDILECHA;91 8738381;91 8738218;info@valdilecha.org;www.valdilecha.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17650;VALVERDE DE ALCALA;;NULL;;28812;Plaza Mayor, 1 -;MADRID;VALVERDE DE ALCALA;91 8859351;91 8859351;valverdedealcala@madrid.org;www.valverdedealcala.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17651;VELILLA DE SAN ANTONIO;;NULL;;28891;Plaza Constitución, 1 -;MADRID;VELILLA DE SAN ANTONIO;91 6705300;91 6608062;general@ayto-velilla.es;www.ayto-velilla.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17652;VELLON, EL;;NULL;;28722;Plaza Iglesia, 1 -;MADRID;VELLON, EL;91 8413216;91 8413411;aytoelvellon@hotmail.com;www.elvellon.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17653;VENTURADA;;NULL;;28729;Calle Los Alamos, 1 -;MADRID;VENTURADA;91 8439212;91 8439361;;www.venturada.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17654;VILLA DEL PRADO;;NULL;;28630;Plaza Mayor, 1 -;MADRID;VILLA DEL PRADO;91 8620002;91 8621095;gabrielhernandez@villadelprado.es;www.villadelprado.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17655;VILLACONEJOS;;NULL;;28360;Plaza Mayor, 1 -;MADRID;VILLACONEJOS;91 8938214;91 8939000;aytovillaconejos@hotmail.com;www.ayto-villaconejos.com;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17656;VILLALBILLA;;NULL;;28810;Plaza Mayor, 1 -;MADRID;VILLALBILLA;91 8859002;91 8859011;villalbilla@ayto-villalbilla.org;www.ayto-villalbilla.org/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17657;VILLAMANRIQUE DE TAJO;;NULL;;28598;Plaza Constitución, 1 -;MADRID;VILLAMANRIQUE DE TAJO;91 8727186;91 8727186;villamanriquedetajo@madrid.org;www.villamanriquedetajo.com;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17658;VILLAMANTA;;NULL;;28610;Rey Juan Carlos I, 1 -;MADRID;VILLAMANTA;91 8136001;91 8136268;;www.villamanta.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17659;VILLAMANTILLA;;NULL;;28609;Plaza de España, 1 -;MADRID;VILLAMANTILLA;91 8137295;91 8137295;;www.villamantilla.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17660;VILLANUEVA DE LA CAÑADA;;NULL;;28691;Plaza de España, 1 -;MADRID;VILLANUEVA DE LA CAÑADA;91 8117300;91 8117360;ayuntamiento@ayto-villacanada.es;www.ayto-villacanada.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17661;VILLANUEVA DE PERALES;;NULL;;28609;Plaza Constitución, 1 -;MADRID;VILLANUEVA DE PERALES;91 8137120;91 8137132;atencionalvecino@villanuevadeperales.es;www.villanuevadeperales.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17662;VILLANUEVA DEL PARDILLO;;NULL;;28229;Plaza Mayor, 1 -;MADRID;VILLANUEVA DEL PARDILLO;91 8150001;91 8151279;alcalde@vvapardillo.org;www.vvapardillo.org/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17663;VILLAR DEL OLMO;;NULL;;28512;Plaza Mayor, 1 -;MADRID;VILLAR DEL OLMO;91 8732161;91 8732104;ayuntamiento@villardelolmo.es;www.villardelolmo.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17664;VILLAREJO DE SALVANÉS;;NULL;;28590;Plaza España, 1 -;MADRID;VILLAREJO DE SALVANÉS;91 8744002;91 8744545;alcaldia@villarejodesalvanes.es;www.villarejodesalvanes.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17665;VILLAVICIOSA DE ODON;;NULL;;28670;Plaza Constitución, 1 -;MADRID;VILLAVICIOSA DE ODON;91 6160163;91 6164515;alcaldia@aytovillaviciosadeodon.es;www.aytovillaviciosadeodon.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17666;VILLAVIEJA DEL LOZOYA;;NULL;;28739;Calle Pino, 17 -;MADRID;VILLAVIEJA DEL LOZOYA;91 8680341;91 8682040;villayunt@hotmail.com;www.villaviejadellozoya.com;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17667;ZARZALEJO;;NULL;;28293;Plaza Constitución, 1 -;MADRID;ZARZALEJO;91 8992182;91 8992182;aytozarzalejo@hotmail.com;www.zarzalejo.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17668;Alameda;;NULL;;29530;Plaza de España, 5;MÁLAGA;Alameda;952 710 025;952 710 425;alameda@sopde.es;www.alameda.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17669;Alcaucín;;NULL;;29711;Plaza de la Constitución, 1;MÁLAGA;Alcaucín;952 510 002;952 510 076;alcaucin@sopde.es;www.alcaucin.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17670;Alfarnate;;NULL;;29194;Plaza de la Constitución, 1;MÁLAGA;Alfarnate;952 759 028;952 759 152;alfarnate@sopde.es;www.alfarnate.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17671;Alfarnatejo;;NULL;;29194;C/ Feria, 2;MÁLAGA;Alfarnatejo;952 759 286;952 759 360;alfarnatejo@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17672;Algarrobo;;NULL;;29750;C/ Antonio Ruiz Rivas, 2;MÁLAGA;Algarrobo;952 552 477;952 552 423;;www.algarrobo.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17673;Algatocín;;NULL;;29491;C/ Fuente, 2;MÁLAGA;Algatocín;952 150 000;952 150 081;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17674;Alhaurin de la Torre;;NULL;;29130;Plaza de la Juventud S/N;MÁLAGA;Alhaurin de la Torre;952 41 71 50;952 413 336;informacion@alhaurindelatorre.es;www.alhaurindelatorre.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17675;Alhaurín el Grande;;NULL;;29120;C/ Convento, s/n;MÁLAGA;Alhaurín el Grande;952 490 000;952 490 252;web@alhaurinelgrande.net;www.alhaurinelgrande.net/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17676;Almáchar;;NULL;;29718;C/ Almería, 14;MÁLAGA;Almáchar;952 512 002;952 512 140;ayuntamiento@almachar.es;www.almachar.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17677;Almargen;;NULL;;29320;C/ Corredera, 36;MÁLAGA;Almargen;952 182 002;952 182 039;almargen@sopde.es;www.almargen.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17678;Almogía;;NULL;;29150;Plaza de la Contitución, s/n;MÁLAGA;Almogía;952 430 300;952 430 229;almogia@sopde.es;www.almogia.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17679;Álora;;NULL;;29500;Plaza Fuente Arriba, 15;MÁLAGA;Álora;952 496 100;952 497 000;alora@alora.es;www.alora.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17680;Alozaina;;NULL;;29567;C/ Coín, 2;MÁLAGA;Alozaina;952 480 013;952 480 923;alozaina@sopde.es;www.alozaina.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17681;Alpandeire;;NULL;;29460;C/ Pilar, 19;MÁLAGA;Alpandeire;952 180 254;952 180 309;alpandeire@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17682;Antequera;;NULL;;29200;C/ Infante D. Fernando,67;MÁLAGA;Antequera;952 708 108;952 703 750;alcaldia@antequera.es;www.antequera.es/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17683;Árchez;;NULL;;29753;Plaza de la Cruz, 24;MÁLAGA;Árchez;952 553 159;952 553 019;archez@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17684;Archidona;;NULL;;29300;Plaza Ochavada, 1;MÁLAGA;Archidona;952714480;952 714 165;ayuntamiento@archidona.es;www.archidona.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17685;Ardales;;NULL;;29550;Plaza de la Constitución, 1;MÁLAGA;Ardales;952 458 087;952 458 169;ardales@sopde.es;www.ardales.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17686;Arenas;;NULL;;29753;Plaza Ermita, 17;MÁLAGA;Arenas;952 509 005;952 509 007;arenas@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17687;Arriate;;NULL;;29350;Plaza de la Emigración Arriateña s/n;MÁLAGA;Arriate;952 165 096;952 164 141;arriate@sopde.es;www.arriate.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17688;Atajate;;NULL;;29494;Plaza de la Constitución, 20;MÁLAGA;Atajate;952 183 597;952 183 597;info@atajate.net;www.atajate.net;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17689;Benadalid;;NULL;;29493;C/ Beni Al Jali, 1;MÁLAGA;Benadalid;952 152 753;952 152 802;benadalid@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17690;Benahavís;;NULL;;29679;C/ Castillo, s/n;MÁLAGA;Benahavís;952 855 025;952 855 177;ayto@benahavis.net;www.benahavis.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17691;Benalauría;;NULL;;29491;Plaza Teniente Viñas, 1;MÁLAGA;Benalauría;952 152 502;952 152 538;banalauria@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17692;Benalmádena;;NULL;;29639;Avda. Juan Luis Peralta, s/n;MÁLAGA;Benalmádena;95 2579800;952 579 801;ayto@benalmadena.com;www.benalmadena.com/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17693;Benamargosa;;NULL;;29718;Camino de Velez s/n;MÁLAGA;Benamargosa;952 517 002;952 517 271;administracion@benamargosa.es;www.benamargosa.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17694;Benamocarra;;NULL;;29719;C/ Zarzuela, 46;MÁLAGA;Benamocarra;952 509 534;952 509 570;benamocarra@sopde.es;www.benamocarra.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17695;Benaoján;;NULL;;29370;Plaza San Marcos, s/n;MÁLAGA;Benaoján;952 167 046;952 167 337;benaojan@sopde.es;www.benaojan.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17696;Benarrabá;;NULL;;29490;C/ Posito, 7;MÁLAGA;Benarrabá;952 150 077;952 150 208;benarraba@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17697;Borge El;;NULL;;;;MÁLAGA;Borge El;952 512 033;952 512 222;farajan@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17698;Burgo El;;NULL;;29420;C/ Real, 22 - 29420;MÁLAGA;Burgo El;952 160 180;952 16 01 80;ayuntamiento@elburgo.es ;www.elburgo.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17699;Campillos;;NULL;;29320;Avda. Santa María del Reposo, 4;MÁLAGA;Campillos;952 722 168;952 723 105;alcaldia@aytocampillos.com;www.campillos.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17700;Canillas de Aceituno;;NULL;;29716;Plaza de la Constitución, 22;MÁLAGA;Canillas de Aceituno;952 518 002;952 518 135;alcaldia@canillasdeaceituno.es;www.canillasdeaceituno.es/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17701;Canillas de Albaida;;NULL;;29755;Plaza del Generalísimo, 10;MÁLAGA;Canillas de Albaida;952 553 006;952 553 100;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17702;Cañete la Real;;NULL;;29340;Plaza de la Paz, 1;MÁLAGA;Cañete la Real;952 183 001;952 183 224;canetelareal@sopde.es;www.canetelareal.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17703;Carratraca;;NULL;;29551;C/ Glorieta, 2;MÁLAGA;Carratraca;952 458 016;952 458 276;carratraca@sopde.es;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17704;Cartajima;;NULL;;29452;C/ Iglesia, 20;MÁLAGA;Cartajima;952 180 751;952 180 790;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17705;Cártama;;NULL;;29570;C/ Juan Carlos I, 62;MÁLAGA;Cártama;952422195;952422349;ayuntamiento@cartama.es;www.cartama.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
